source_dataset,source_sheet,alloy,material_class,condition,loading_protocol,overload_ratio,delta_k_mpa_sqrt_m,dadn_mm_per_cycle,hardness_hv,microstructure_family,grain_size_um,temperature_C,stress_ratio_R,data_type,log_delta_k,log_dadn,is_austenitic,is_measured,grain_size_um_filled,inv_sqrt_grain_size
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,20.617658441789082,3.679175864606328e-06,367.58,tempered_martensitic,,20,,measured,1.3142393406975332,-5.434249452396475,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,20.79410012233107,6.0494141619969434e-06,367.58,tempered_martensitic,,20,,measured,1.3179401307426837,-5.218286681303102,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,21.142373796130435,2.1461859210203584e-06,367.58,tempered_martensitic,,20,,measured,1.3251537468637407,-5.6683326584298435,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,21.142373796130435,5.731023942944473e-06,367.58,tempered_martensitic,,20,,measured,1.3251537468637407,-5.241767777152625,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,21.228509655793623,3.8206826286296485e-06,367.58,tempered_martensitic,,20,,measured,1.3269195056599028,-5.4178590362083066,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,21.821512700067494,1.6237901171676006e-05,367.58,tempered_martensitic,,20,,measured,1.338884853242283,-4.789470106157995,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,21.904856125030825,3.5022924095771778e-06,367.58,tempered_martensitic,,20,,measured,1.3405404050005947,-5.455647597097706,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.07055385306238,5.212165808192298e-06,367.58,tempered_martensitic,,20,,measured,1.3438132317711102,-5.282981777065826,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.07055385306238,9.551706571574121e-06,367.58,tempered_martensitic,,20,,measured,1.3438132317711102,-5.019919027536268,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.152915616740646,4.45746306673459e-06,367.58,tempered_martensitic,,20,,measured,1.3454308932196495,-5.350912246577693,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.398095820988,1.2263919548687761e-06,367.58,tempered_martensitic,,20,,measured,1.3502110982632174,-5.911370707116138,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.479199172684535,6.131959774343881e-07,367.58,tempered_martensitic,,20,,measured,1.3517808353187704,-6.212400702780119,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.559996497143377,3.183902190524707e-07,367.58,tempered_martensitic,,20,,measured,1.353339027879061,-6.497040282255931,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.720686232316524,4.292371842040717e-06,367.58,tempered_martensitic,,20,,measured,1.3564214442224176,-5.367302662765862,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.720686232316524,5.094243504839531e-06,367.58,tempered_martensitic,,20,,measured,1.3564214442224176,-5.292920299600006,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,22.720686232316524,8.91492613346918e-06,367.58,tempered_martensitic,,20,,measured,1.3564214442224176,-5.049882250913711,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,23.117279513394937,3.8206826286296485e-06,367.58,tempered_martensitic,,20,,measured,1.3639367241326563,-5.4178590362083066,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,23.27392797579598,4.59896983075791e-06,367.58,tempered_martensitic,,20,,measured,1.3668696860048926,-5.337339439388419,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,23.660776548261122,3.1839021905247075e-06,367.58,tempered_martensitic,,20,,measured,1.37402899409962,-5.497040282255931,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,23.813663369762295,6.745155751778268e-06,367.58,tempered_martensitic,,20,,measured,1.3768262101420714,-5.171008017621894,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,23.88972010544236,9.19793966151582e-07,367.58,tempered_martensitic,,20,,measured,1.3782110615383258,-6.036309443724438,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,24.41512583353881,2.5471217524197657e-06,367.58,tempered_martensitic,,20,,measured,1.3876589669437431,-5.593950295263987,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,24.92885310976673,1.0052034058656575e-05,367.58,tempered_martensitic,,20,,measured,1.396702298577695,-4.9977460485850775,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,26.1321098931258,3.280598479273976e-05,367.58,tempered_martensitic,,20,,measured,1.4171744758562788,-4.484046920758891,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,31.709510827966113,3.279419256240448e-05,367.58,tempered_martensitic,,20,,measured,1.5011895423628292,-4.484203057550759,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,32.43081130675126,1.1154289004029938e-05,367.58,tempered_martensitic,,20,,measured,1.5109578133549932,-4.952558107268751,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A OLR=1.56,FV566 stainless steel,martensitic stainless steel,OLR_1.56,short_crack_secant,1.56,33.401971538959614,1.4890800794176041e-05,367.58,tempered_martensitic,,20,,measured,1.5237721016385477,-4.827081946227663,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,6.5,7.99323e-07,390.0,tempered_martensitic,,20,,measured,0.8129133566428556,-6.097277690308776,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,7.0,1.02078e-06,390.0,tempered_martensitic,,20,,measured,0.8450980400142568,-5.9910678476106956,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,7.5,1.28177e-06,390.0,tempered_martensitic,,20,,measured,0.8750612633917001,-5.892189897354017,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,8.0,1.58601e-06,390.0,tempered_martensitic,,20,,measured,0.9030899869919435,-5.7996940787264055,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,8.5,1.93727e-06,390.0,tempered_martensitic,,20,,measured,0.9294189257142927,-5.712809846839782,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,9.0,2.33942e-06,390.0,tempered_martensitic,,20,,measured,0.9542425094393249,-5.630891801573575,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,9.5,2.79638e-06,390.0,tempered_martensitic,,20,,measured,0.9777236052888477,-5.5534038126511325,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,10.0,3.31214e-06,390.0,tempered_martensitic,,20,,measured,1.0,-5.47989131441661,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,10.5,3.89075e-06,390.0,tempered_martensitic,,20,,measured,1.021189299069938,-5.409966673875928,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,11.0,4.53632e-06,390.0,tempered_martensitic,,20,,measured,1.0413926851582251,-5.343296317137119,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,11.5,5.25304e-06,390.0,tempered_martensitic,,20,,measured,1.0606978403536116,-5.27958929218887,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,12.0,6.04514e-06,390.0,tempered_martensitic,,20,,measured,1.0791812460476249,-5.218593636817533,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,12.5,6.91689e-06,390.0,tempered_martensitic,,20,,measured,1.0969100130080565,-5.160089130895393,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,13.0,7.87265e-06,390.0,tempered_martensitic,,20,,measured,1.1139433523068367,-5.103879055867452,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,13.5,8.91681e-06,390.0,tempered_martensitic,,20,,measured,1.130333768495006,-5.049790487236199,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,14.0,1.00538e-05,390.0,tempered_martensitic,,20,,measured,1.146128035678238,-4.997669758431627,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,14.5,1.12881e-05,390.0,tempered_martensitic,,20,,measured,1.1613680022349748,-4.947379151871017,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,15.0,1.26244e-05,390.0,tempered_martensitic,,20,,measured,1.1760912590556813,-4.89878925343752,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,15.5,1.4067e-05,390.0,tempered_martensitic,,20,,measured,1.1903316981702914,-4.851798512541488,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,16.0,1.56208e-05,390.0,tempered_martensitic,,20,,measured,1.2041199826559248,-4.80629672803307,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,16.5,1.72904e-05,390.0,tempered_martensitic,,20,,measured,1.2174839442139063,-4.762194959543699,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,17.0,1.90805e-05,390.0,tempered_martensitic,,20,,measured,1.2304489213782739,-4.7194102488983924,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,17.5,2.09959e-05,390.0,tempered_martensitic,,20,,measured,1.2430380486862944,-4.677865504371777,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,18.0,2.30413e-05,390.0,tempered_martensitic,,20,,measured,1.255272505103306,-4.63749302147716,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,18.5,2.52217e-05,390.0,tempered_martensitic,,20,,measured,1.2671717284030137,-4.598225644339578,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,19.0,2.7542e-05,390.0,tempered_martensitic,,20,,measured,1.2787536009528289,-4.560004526046192,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,19.5,3.0007e-05,390.0,tempered_martensitic,,20,,measured,1.290034611362518,-4.522777421721849,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,20.0,3.26217e-05,390.0,tempered_martensitic,,20,,measured,1.3010299956639813,-4.4864934105127405,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,20.5,3.53912e-05,390.0,tempered_martensitic,,20,,measured,1.3117538610557542,-4.45110471160541,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,21.0,3.83206e-05,390.0,tempered_martensitic,,20,,measured,1.3222192947339193,-4.416567699628745,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,21.5,4.14147e-05,390.0,tempered_martensitic,,20,,measured,1.3324384599156054,-4.382845480238086,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,22.0,4.46789e-05,390.0,tempered_martensitic,,20,,measured,1.3424226808222062,-4.349897527808238,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,22.5,4.81183e-05,390.0,tempered_martensitic,,20,,measured,1.3521825181113625,-4.317689724508855,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,23.0,5.1738e-05,390.0,tempered_martensitic,,20,,measured,1.3617278360175928,-4.286190363515722,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,23.5,5.55433e-05,390.0,tempered_martensitic,,20,,measured,1.3710678622717363,-4.2553683210349,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,24.0,5.95395e-05,390.0,tempered_martensitic,,20,,measured,1.380211241711606,-4.225194816786249,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,24.5,6.37318e-05,390.0,tempered_martensitic,,20,,measured,1.3891660843645324,-4.195643815412681,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,25.0,6.81256e-05,390.0,tempered_martensitic,,20,,measured,1.3979400086720377,-4.166689659753222,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,25.5,7.27262e-05,390.0,tempered_martensitic,,20,,measured,1.4065401804339552,-4.138309104057133,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,26.0,7.7539e-05,390.0,tempered_martensitic,,20,,measured,1.414973347970818,-4.1104798042739,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,26.5,8.25695e-05,390.0,tempered_martensitic,,20,,measured,1.423245873936808,-4.083180345268427,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,27.0,8.7823e-05,390.0,tempered_martensitic,,20,,measured,1.4313637641589874,-4.05639173164529,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,27.5,9.33052e-05,390.0,tempered_martensitic,,20,,measured,1.4393326938302626,-4.030094151876489,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,28.0,9.90215e-05,390.0,tempered_martensitic,,20,,measured,1.4471580313422192,-4.004270499164011,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,28.5,0.000104977,390.0,tempered_martensitic,,20,,measured,1.4548448600085102,-3.9789058425229387,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,29.0,0.000111179,390.0,tempered_martensitic,,20,,measured,1.462397997898956,-3.9539772365435013,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,29.5,0.000117631,390.0,tempered_martensitic,,20,,measured,1.469822015978163,-3.9294782109573823,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,30.0,0.000124339,390.0,tempered_martensitic,,20,,measured,1.4771212547196624,-3.9053926297797363,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,30.5,0.00013131,390.0,tempered_martensitic,,20,,measured,1.4842998393467859,-3.8817021986672238,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,31.0,0.000138548,390.0,tempered_martensitic,,20,,measured,1.4913616938342726,-3.8583997390642324,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,31.5,0.000146061,390.0,tempered_martensitic,,20,,measured,1.4983105537896004,-3.8354657303069524,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,32.0,0.000153852,390.0,tempered_martensitic,,20,,measured,1.505149978319906,-3.812896853766096,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,32.5,0.000161928,390.0,tempered_martensitic,,20,,measured,1.5118833609788744,-3.7906780481330995,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,33.0,0.000170296,390.0,tempered_martensitic,,20,,measured,1.5185139398778875,-3.7687955528496673,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,33.5,0.00017896,390.0,tempered_martensitic,,20,,measured,1.5250448070368452,-3.747244028911427,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,34.0,0.000187927,390.0,tempered_martensitic,,20,,measured,1.5314789170422551,-3.726010819108517,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,34.5,0.000197202,390.0,tempered_martensitic,,20,,measured,1.5378190950732742,-3.705088684807793,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,35.0,0.000206791,390.0,tempered_martensitic,,20,,measured,1.5440680443502757,-3.6844683666196447,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,35.5,0.000216701,390.0,tempered_martensitic,,20,,measured,1.550228353055094,-3.664139084557063,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,36.0,0.000226938,390.0,tempered_martensitic,,20,,measured,1.5563025007672873,-3.644092776884859,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,36.5,0.000237506,390.0,tempered_martensitic,,20,,measured,1.5622928644564746,-3.6243254145276325,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,37.0,0.000248413,390.0,tempered_martensitic,,20,,measured,1.568201724066995,-3.604825680312958,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,37.5,0.000259664,390.0,tempered_martensitic,,20,,measured,1.5740312677277188,-3.5855882570903526,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,38.0,0.000271265,390.0,tempered_martensitic,,20,,measured,1.5797835966168101,-3.5666062375227208,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,38.5,0.000283223,390.0,tempered_martensitic,,20,,measured,1.5854607295085006,-3.547871481323059,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,39.0,0.000295543,390.0,tempered_martensitic,,20,,measured,1.591064607026499,-3.529379322552195,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,39.5,0.000308233,390.0,tempered_martensitic,,20,,measured,1.5965970956264601,-3.5111208667510025,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,40.0,0.000321297,390.0,tempered_martensitic,,20,,measured,1.6020599913279623,-3.4930933295045925,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,40.5,0.000334742,390.0,tempered_martensitic,,20,,measured,1.6074550232146685,-3.4752897933969744,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,41.0,0.000348574,390.0,tempered_martensitic,,20,,measured,1.6127838567197355,-3.457705009875593,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,41.5,0.0003628,390.0,tempered_martensitic,,20,,measured,1.6180480967120927,-3.4403327216119424,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,42.0,0.000377425,390.0,tempered_martensitic,,20,,measured,1.6232492903979006,-3.4231693362790554,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,42.5,0.000392457,390.0,tempered_martensitic,,20,,measured,1.6283889300503116,-3.406207920283671,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,43.0,0.0004079,390.0,tempered_martensitic,,20,,measured,1.6334684555795864,-3.3894462946829056,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,43.5,0.000423763,390.0,tempered_martensitic,,20,,measured,1.6384892569546374,-3.372876965504699,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,44.0,0.00044005,390.0,tempered_martensitic,,20,,measured,1.6434526764861874,-3.356497974672,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,44.5,0.000456768,390.0,tempered_martensitic,,20,,measured,1.6483600109809315,-3.340304329259184,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,45.0,0.000473925,390.0,tempered_martensitic,,20,,measured,1.6532125137753437,-3.324290381244312,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,45.5,0.000491525,390.0,tempered_martensitic,,20,,measured,1.6580113966571124,-3.3084543881351443,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV488 steel,steel,comparative_CA,long_crack,1.0,46.0,0.000509576,390.0,tempered_martensitic,,20,,measured,1.662757831681574,-3.292791034583645,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.2539,2.92334e-07,367.58,tempered_martensitic,,20,,measured,0.6287872763615732,-6.534120670945443,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.25831,2.76984e-07,367.58,tempered_martensitic,,20,,measured,0.629237274384777,-6.5575453172619165,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.26248,2.60484e-07,367.58,tempered_martensitic,,20,,measured,0.6296623542504038,-6.5842189477007915,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.26638,2.42714e-07,367.58,tempered_martensitic,,20,,measured,0.6300595347874217,-6.614905172380923,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.27001,2.2435e-07,367.58,tempered_martensitic,,20,,measured,0.6304288921069287,-6.649073926130907,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.27336,2.05504e-07,367.58,tempered_martensitic,,20,,measured,0.6307694805606517,-6.687179720449611,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.27641,1.8602e-07,367.58,tempered_martensitic,,20,,measured,0.6310793364342001,-6.730440359961179,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.27916,1.66543e-07,367.58,tempered_martensitic,,20,,measured,0.6313585252822522,-6.7784736165018415,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.2816,1.46774e-07,367.58,tempered_martensitic,,20,,measured,0.6316060917517103,-6.833350869873558,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.28337,3.8328e-10,367.58,tempered_martensitic,,20,,measured,0.6317855906276927,-9.41648384214991,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.28341,2.49479e-09,367.58,tempered_martensitic,,20,,measured,0.6317896462423522,-8.602966005423184,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.28345,3.30403e-09,367.58,tempered_martensitic,,20,,measured,0.6317937018191391,-8.480956018017725,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV566 stainless steel,steel,comparative_CA,long_crack,1.0,4.28351,4.16154e-09,367.58,tempered_martensitic,,20,,measured,0.6317997851133098,-8.380745926647808,0,1,20.0,0.22360679774997896
